Age,Height,Weight,Overall,Potential,Growth,TotalStats,BaseStats,BestPosition,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,Top_5_league
32,172,74,68,68,0,1769,359,2,1,2,2,2,0,52,50,57,60,67,73,47,43,38,64,45,54,50,44,58,60,53,51,78,67,80,66,77,76,65,50,89,71,52,57,54,59,69,70,71,16,16,13,13,12,56,55,56,56,56,55,59,59,63,59,66,68,66,66,68,66,22,0
23,174,67,68,77,9,1884,399,0,1,3,3,2,2,67,63,66,72,63,68,55,62,54,70,55,72,56,62,68,69,74,62,81,65,84,61,64,72,69,71,63,66,64,70,54,64,64,64,64,8,9,11,7,14,66,67,67,67,67,67,71,69,70,69,68,69,68,67,66,67,18,0
22,184,74,68,76,8,1070,388,5,1,3,1,2,2,69,68,67,70,45,69,13,8,14,35,7,12,12,13,30,15,45,44,35,54,38,50,62,44,52,8,26,15,6,39,11,44,12,11,16,69,68,67,69,70,26,23,24,24,24,23,28,28,29,28,27,28,27,27,25,27,69,1
25,177,75,68,73,5,1761,366,0,1,3,3,2,0,58,66,69,71,49,53,65,64,39,68,67,72,71,76,67,72,61,55,70,71,67,71,30,49,59,68,51,62,73,72,51,65,35,60,45,12,13,6,12,7,67,68,69,69,69,68,71,69,70,69,61,62,61,59,55,59,19,0
38,188,85,68,68,0,1753,359,1,1,3,2,2,0,40,60,64,54,67,74,62,52,66,65,44,50,60,65,72,58,47,34,51,60,53,76,70,51,83,64,80,64,60,60,58,64,70,66,65,12,8,13,7,7,61,55,57,57,57,55,60,58,63,58,61,68,61,62,68,62,16,0
24,185,67,68,74,6,1713,370,2,1,3,2,2,0,68,46,58,61,65,72,41,42,62,68,39,58,41,42,67,63,69,68,68,66,60,55,72,72,71,52,73,65,38,60,46,50,65,68,63,15,10,10,9,15,57,57,57,57,57,57,61,61,64,61,65,69,65,66,69,66,20,0
27,173,68,68,68,0,1757,373,7,1,2,3,0,2,78,63,65,69,38,60,65,61,42,67,64,68,65,62,65,67,77,78,78,65,82,67,70,63,62,63,48,28,62,62,58,63,43,37,44,8,12,8,8,8,65,67,66,66,66,67,68,68,64,68,58,55,58,55,49,55,17,0
27,190,89,68,68,0,1040,371,5,1,4,1,2,2,70,66,62,71,39,63,8,5,11,17,4,14,13,14,20,23,41,36,50,68,39,47,68,20,62,7,18,11,17,28,30,41,15,12,10,70,66,62,63,71,27,23,25,25,25,23,26,25,25,25,23,24,23,23,25,23,68,1
27,178,65,68,69,1,1824,390,11,1,3,3,0,1,86,69,65,70,35,65,64,70,66,65,61,73,67,67,58,63,87,85,84,67,64,72,74,85,57,70,56,35,59,68,58,68,37,25,32,10,14,13,8,10,69,69,69,69,69,69,69,69,65,69,59,54,59,56,48,56,19,0
25,180,70,68,71,3,1685,361,1,1,4,3,0,2,66,35,56,69,68,67,53,32,67,68,37,69,40,44,64,68,68,64,73,63,69,38,82,67,65,35,68,64,41,40,42,68,68,70,69,14,15,8,11,9,55,57,55,55,55,57,59,62,62,62,67,68,67,68,70,68,20,0
28,195,76,68,68,0,1508,324,1,1,2,2,1,0,51,37,46,45,67,78,33,30,66,57,32,40,33,41,50,53,53,49,33,64,34,49,85,69,86,40,67,67,34,39,45,52,68,68,66,7,9,12,15,14,50,44,46,46,46,44,48,49,54,49,60,64,60,62,68,62,19,0
26,172,72,68,68,0,1750,377,7,1,3,3,2,2,71,65,64,71,50,56,63,68,55,66,61,73,47,58,67,73,69,72,70,63,65,64,55,61,59,63,44,43,59,66,64,48,44,56,54,9,11,6,9,13,67,68,67,67,67,68,68,68,67,68,62,60,62,60,56,60,18,0
33,175,73,68,68,0,1778,379,7,1,4,3,2,2,81,64,63,69,35,67,64,63,57,64,63,68,63,63,62,67,79,82,81,68,75,69,73,72,71,65,48,22,62,62,60,55,45,31,22,16,6,12,14,9,68,68,67,67,67,68,68,68,63,68,56,53,56,53,48,53,20,0
27,195,92,68,71,3,944,353,5,1,2,1,2,2,70,63,63,70,22,65,10,9,14,17,8,9,13,14,23,17,22,23,22,65,23,47,40,23,70,8,20,9,6,34,13,39,30,11,13,70,63,63,65,70,25,18,21,21,21,18,22,22,24,22,22,25,22,22,27,22,69,0
26,184,79,68,71,3,1661,371,9,1,3,3,2,2,73,34,57,68,64,75,59,35,53,66,25,70,45,28,65,65,75,71,74,63,64,33,70,84,76,30,61,59,55,41,39,55,70,66,64,8,14,14,8,11,56,60,57,57,57,60,60,65,63,65,69,67,69,68,67,68,18,0
24,170,64,68,70,2,1753,384,11,1,3,3,0,0,88,61,61,68,46,60,63,61,43,63,55,65,54,41,59,63,85,90,86,65,89,64,35,80,49,60,71,54,66,63,53,61,43,45,48,8,7,6,9,10,65,67,66,66,66,67,68,69,64,69,64,60,64,62,53,62,17,0
27,186,80,68,69,1,1779,378,4,1,3,3,1,0,56,59,67,71,59,66,62,56,49,69,47,72,68,64,68,73,58,54,75,64,59,65,33,71,70,67,57,55,60,70,48,63,60,63,60,16,15,8,12,11,64,65,65,65,65,65,69,68,69,68,65,67,65,64,62,64,21,0
28,180,73,68,68,0,1727,372,14,1,3,3,2,2,79,64,52,67,32,78,47,67,67,57,60,65,57,42,44,66,78,79,73,64,75,69,85,70,83,55,76,28,68,54,58,64,28,28,28,8,12,15,9,12,68,64,65,65,65,64,65,65,58,65,52,50,52,50,50,50,18,0
20,181,70,68,80,12,1799,369,4,1,3,2,2,2,67,51,69,68,60,54,60,43,56,74,43,64,62,71,74,70,69,65,69,66,82,62,60,76,37,54,69,59,62,67,56,68,57,62,65,7,11,7,12,8,60,64,63,63,63,64,68,68,70,68,67,68,67,67,62,67,18,1
28,179,69,68,68,0,1883,401,10,1,4,2,2,0,77,55,68,68,62,71,71,51,40,66,51,70,68,67,69,62,76,78,81,65,73,62,61,80,67,53,74,64,67,67,53,55,67,62,60,13,12,12,6,15,63,66,64,64,64,66,68,68,68,68,68,68,68,68,65,68,19,0
25,170,64,68,71,3,1725,361,14,1,2,3,2,1,79,69,61,69,27,56,57,72,60,66,65,68,54,47,65,67,78,79,82,65,78,66,85,71,55,68,32,25,68,59,65,64,20,26,24,14,7,11,15,11,70,68,68,68,68,68,69,69,64,69,53,49,53,50,42,50,20,0
23,171,64,68,74,6,1619,342,0,1,4,3,2,2,76,60,60,73,29,44,60,61,38,66,60,74,48,39,56,73,78,74,83,64,81,67,47,61,33,52,48,21,63,62,60,54,28,31,33,12,12,14,11,9,64,68,67,67,67,68,69,69,62,69,54,49,54,51,40,51,19,0
26,188,76,68,73,5,1711,370,1,1,4,2,1,0,67,47,59,59,68,70,52,45,71,67,39,55,42,39,65,63,69,66,66,63,60,59,81,67,73,42,65,70,44,59,49,50,65,69,68,5,9,10,5,9,59,57,57,57,57,57,61,61,63,61,67,68,67,68,70,68,15,0
31,186,77,68,68,0,1798,382,10,1,3,3,0,2,71,49,63,62,64,73,65,42,64,65,53,61,57,54,60,63,69,73,66,65,54,64,69,78,73,47,68,66,63,62,51,64,64,64,62,9,12,14,13,8,62,61,61,61,61,61,63,66,65,66,68,67,68,68,68,68,19,0
31,184,79,68,68,0,1576,338,1,1,4,2,2,0,59,30,54,59,68,68,53,30,71,59,59,57,33,30,57,61,53,64,56,69,56,26,72,53,70,22,82,66,32,53,37,65,65,71,65,8,7,13,11,15,50,52,50,50,50,52,54,56,58,56,64,66,64,65,68,65,19,0
29,173,64,68,68,0,1761,371,0,1,3,2,0,2,69,64,72,67,33,66,66,65,44,74,46,69,74,77,79,65,65,72,75,58,66,70,50,70,69,55,58,20,69,68,75,62,32,38,40,11,9,7,12,13,66,67,66,66,66,67,68,68,67,68,56,56,56,53,47,53,18,0
22,173,70,68,77,9,1616,358,11,1,2,3,0,1,84,60,57,72,31,54,62,63,44,60,49,72,58,37,46,70,89,79,84,62,79,61,51,67,49,55,50,25,65,59,48,57,30,34,27,9,6,8,12,6,65,68,66,66,66,68,67,69,60,69,55,49,55,52,43,52,16,0
29,176,74,68,68,0,1816,388,11,1,3,4,2,1,82,66,61,69,38,72,60,66,59,66,52,72,55,68,56,65,83,82,81,59,70,68,83,80,72,67,58,16,61,58,70,58,45,38,39,13,15,14,12,13,68,68,66,66,66,68,68,68,62,68,57,53,57,55,51,55,20,0
28,180,75,68,68,0,1900,407,6,1,3,2,0,2,85,55,65,69,61,72,73,40,58,63,45,70,73,65,62,68,84,85,79,59,64,75,62,76,70,67,75,62,62,60,64,54,60,62,60,8,12,13,14,10,64,66,64,64,64,66,66,68,66,68,68,66,68,68,65,68,18,0
27,186,80,68,68,0,1780,376,7,1,4,3,0,2,82,71,65,67,31,60,63,71,69,65,60,66,70,72,63,68,81,83,77,63,56,73,72,55,69,73,39,18,65,64,69,60,20,35,43,10,12,15,14,7,68,68,68,68,68,68,68,68,63,68,54,50,54,53,47,53,19,0
26,180,72,68,69,1,1680,352,14,1,3,3,2,2,70,71,56,68,25,62,47,70,63,62,71,67,64,57,58,69,69,70,65,67,68,72,69,70,67,71,40,16,70,52,70,69,25,22,16,9,11,9,11,13,69,65,67,67,67,65,67,66,61,66,49,47,49,46,41,46,19,0
32,170,66,68,68,0,1670,352,7,1,4,3,0,2,78,62,63,71,23,55,62,61,39,63,62,73,66,63,58,65,83,73,84,61,81,61,70,64,57,64,34,19,68,66,60,64,20,22,22,7,15,13,7,7,64,68,66,66,66,68,68,68,62,68,51,46,51,47,38,47,17,0
22,187,81,68,78,10,1771,380,1,1,3,2,2,0,59,50,64,65,68,74,61,45,62,66,37,65,63,58,60,66,63,56,67,66,46,58,80,73,78,53,62,72,47,68,57,69,68,68,61,10,11,10,8,6,59,60,60,60,60,60,64,64,66,64,68,69,68,68,70,68,17,0
23,183,67,68,73,5,1822,399,11,1,3,2,0,2,86,54,63,65,59,72,70,51,54,64,47,64,70,42,60,67,89,84,69,57,66,66,70,79,73,48,60,55,64,61,49,59,57,64,60,13,14,10,15,10,64,65,64,64,64,65,65,69,65,69,68,64,68,67,63,67,20,1
30,174,66,68,68,0,1736,380,10,1,3,3,2,2,81,49,55,69,62,64,59,51,54,61,23,68,59,22,58,67,79,82,83,63,78,66,74,80,56,29,61,62,65,43,46,65,62,63,63,7,10,10,16,16,63,63,62,62,62,63,62,67,62,67,68,64,68,68,64,68,20,0
30,172,62,68,68,0,1733,353,8,1,4,3,2,2,76,68,62,75,31,41,64,74,71,62,71,75,66,65,51,71,84,69,91,61,88,59,56,63,33,61,31,31,72,64,64,66,17,32,31,9,16,15,8,8,68,68,68,68,68,68,68,68,63,68,54,48,54,52,42,52,18,0
21,174,73,68,77,9,1848,405,7,1,3,3,0,0,88,63,60,73,55,66,61,58,57,64,60,74,56,48,62,70,90,87,88,56,85,77,68,69,62,63,70,54,61,53,51,63,55,54,53,6,11,5,14,6,68,68,67,67,67,68,68,69,64,69,65,62,65,64,61,64,16,0
23,193,80,68,75,7,1608,359,1,1,3,2,0,2,67,34,56,58,66,78,52,30,63,64,27,59,39,33,63,62,65,68,38,65,52,44,71,72,85,28,68,68,56,52,45,66,66,67,64,9,11,6,6,10,56,55,55,55,55,55,58,61,62,61,66,68,66,67,70,67,17,0
29,185,74,68,68,0,1621,341,2,1,3,2,1,0,53,38,56,52,69,73,40,24,65,67,32,43,36,46,64,63,55,51,52,62,51,66,77,71,74,40,74,70,43,53,41,62,69,69,66,8,14,14,15,6,53,49,51,51,51,49,55,55,61,55,64,68,64,65,68,65,19,0
24,195,76,68,74,6,1021,374,5,1,2,1,2,2,68,66,67,68,37,68,11,13,18,27,13,12,18,12,30,25,40,33,33,66,28,50,52,20,42,17,20,6,6,22,26,27,11,19,14,68,66,67,68,68,28,23,25,25,25,23,26,26,27,26,24,25,24,24,24,24,69,1
26,188,78,68,71,3,1690,357,14,1,2,3,2,2,66,68,53,64,36,70,47,68,67,58,59,64,62,60,45,66,64,68,54,64,66,77,64,63,77,58,61,30,71,53,79,60,30,39,28,9,11,11,7,10,70,62,65,65,65,62,63,63,59,63,51,51,51,50,50,50,17,0
28,180,80,68,68,0,1503,318,1,1,3,2,2,2,49,30,53,45,69,72,44,28,67,68,24,36,31,38,61,48,42,55,51,59,60,42,84,59,81,21,61,63,27,40,47,62,69,72,69,8,9,11,12,16,46,43,43,43,43,43,47,49,54,49,61,65,61,63,68,63,18,0
28,182,76,68,69,1,1804,390,1,1,3,2,1,0,69,54,60,65,66,76,47,50,61,67,40,64,44,45,65,65,68,69,68,66,69,62,72,75,81,56,67,68,65,66,49,64,67,66,65,15,6,12,12,12,64,62,63,63,63,62,66,65,68,65,67,69,67,67,69,67,19,0
27,181,78,68,68,0,1750,369,6,1,2,2,2,2,69,42,61,62,64,71,67,36,62,62,35,63,65,63,59,62,66,72,61,63,65,54,72,81,70,45,61,64,56,55,36,60,61,67,66,12,14,11,13,11,58,59,58,58,58,59,60,64,63,64,68,66,68,68,67,68,20,0
20,184,79,68,78,10,1645,345,0,1,3,3,2,2,61,63,63,74,30,54,54,66,39,68,61,75,62,66,60,76,70,53,75,67,73,64,52,49,61,60,44,26,60,65,50,61,38,24,22,11,14,14,11,15,65,67,67,67,67,67,70,68,64,68,51,51,51,47,42,47,21,1
27,192,87,68,71,3,1623,356,1,1,3,2,2,2,67,36,50,60,66,77,41,31,72,62,34,58,33,29,53,62,61,72,64,60,50,48,89,70,82,29,71,68,48,46,47,65,65,66,61,6,11,12,10,12,56,53,53,53,53,53,56,58,59,58,64,66,64,65,70,65,17,0
23,182,76,68,76,8,1679,359,14,1,3,2,0,0,74,69,45,64,39,68,32,72,62,54,64,64,38,44,35,63,74,74,60,68,72,73,66,64,69,59,72,34,72,52,70,65,23,48,50,14,11,7,10,9,70,62,65,65,65,62,63,62,57,62,53,51,53,53,53,53,19,0
32,176,63,68,68,0,1692,358,8,1,4,4,0,2,79,64,61,75,30,49,56,68,48,67,54,75,62,56,62,72,82,76,88,61,86,66,46,82,33,57,49,30,62,57,55,62,18,31,40,11,7,15,15,5,66,68,67,67,67,68,68,68,64,68,57,52,57,54,41,54,17,0
25,177,75,68,71,3,1737,383,11,1,4,3,2,1,86,61,64,69,42,61,72,61,45,65,53,75,54,55,60,62,90,82,71,59,70,68,52,72,58,56,58,39,65,60,60,54,47,38,44,11,12,10,6,7,65,68,66,66,66,68,67,71,63,71,61,56,61,59,51,59,17,0
25,190,85,68,72,4,1019,379,5,1,3,1,2,2,69,66,72,70,35,67,11,8,12,27,9,9,10,10,27,18,33,37,39,61,22,54,53,23,69,8,26,9,7,42,16,29,11,10,14,69,66,72,67,70,27,22,24,24,24,22,27,25,27,25,23,26,23,23,25,23,69,0
25,178,74,68,72,4,1816,395,4,1,3,2,0,0,70,55,63,68,64,75,57,56,54,68,48,68,55,32,66,68,71,70,72,68,65,55,75,89,72,55,66,68,66,67,51,67,65,67,54,8,10,8,9,13,65,66,65,65,65,66,68,69,70,69,69,70,69,68,67,68,18,0
24,179,82,68,73,5,1676,364,6,1,3,2,2,2,76,44,59,58,64,63,69,45,60,61,25,50,59,46,47,59,75,76,81,66,61,50,60,71,64,44,52,65,49,58,34,62,62,66,62,16,16,9,11,7,57,59,56,56,56,59,59,62,59,62,67,63,67,68,65,68,20,0
23,181,73,68,73,5,1665,357,1,1,2,2,0,2,72,31,56,61,68,69,54,25,65,63,32,61,51,42,54,59,71,73,64,66,64,40,88,59,74,27,64,70,49,50,40,63,68,67,66,14,8,11,12,14,54,55,54,54,54,55,57,60,59,60,66,66,66,67,70,67,20,0
24,189,80,68,74,6,1110,373,5,1,2,1,2,2,68,67,59,70,43,66,13,17,15,27,14,12,15,18,24,15,41,46,48,65,52,44,63,28,51,19,21,12,12,35,28,30,18,15,12,68,67,59,66,70,29,25,26,26,26,25,28,27,27,27,26,26,26,26,26,26,69,0
31,186,76,68,68,0,1784,393,6,1,3,2,0,2,76,58,66,54,62,77,68,61,48,67,27,52,56,60,66,54,75,76,59,62,58,66,70,87,75,59,73,60,47,65,43,58,64,66,61,7,14,15,13,10,61,61,59,59,59,61,62,65,64,65,68,67,68,68,66,68,19,0
19,190,82,68,79,11,1764,392,10,1,3,2,0,2,78,53,58,64,62,77,65,48,59,66,48,63,56,45,56,65,74,82,70,62,58,70,55,78,84,49,62,64,65,44,41,61,59,66,60,15,6,13,6,10,65,63,62,62,62,63,62,66,63,66,68,66,68,68,67,68,17,0
25,183,80,68,72,4,1507,332,1,1,2,2,1,2,66,31,48,48,68,71,32,34,75,62,21,37,32,31,55,56,67,65,46,60,66,38,80,59,80,21,62,65,27,42,38,65,65,72,63,11,11,11,12,11,50,46,46,46,46,46,49,50,54,50,60,64,60,63,70,63,19,0
34,195,90,68,68,0,1245,388,5,1,3,1,2,2,69,64,67,75,49,64,12,12,14,38,13,11,20,18,31,25,47,52,64,63,52,50,73,37,57,12,32,24,14,42,41,60,29,12,11,69,64,67,64,75,31,28,29,29,29,28,33,31,33,31,31,33,31,30,31,30,68,0
29,180,68,68,68,0,1702,371,14,1,1,2,0,1,86,67,56,70,22,70,52,68,60,62,60,67,49,46,50,69,84,87,89,63,80,69,83,81,75,62,39,12,70,56,67,64,20,20,18,7,14,6,8,9,68,68,68,68,68,68,68,68,60,68,51,46,51,48,41,48,17,0
29,185,86,68,68,0,1610,357,1,1,4,2,2,0,66,33,57,60,66,75,58,24,66,61,34,60,37,24,61,61,60,71,55,63,63,55,80,61,80,32,77,68,37,60,20,65,64,66,70,8,9,7,8,10,53,54,53,53,53,54,57,59,60,59,66,67,66,67,68,67,17,0
23,178,77,68,75,7,1732,386,11,1,4,3,0,0,82,64,62,70,33,75,60,70,37,71,53,72,61,38,63,68,81,82,73,62,74,68,77,87,75,54,58,28,67,55,48,57,29,38,36,8,15,10,8,6,68,68,68,68,68,68,69,71,65,71,59,56,59,55,48,55,17,0
25,190,82,68,71,3,1703,381,14,1,2,3,0,2,84,67,57,70,35,68,55,68,76,60,64,76,58,40,46,67,82,85,70,62,46,68,82,66,80,65,35,26,62,64,65,56,39,25,26,11,10,9,8,7,71,68,68,68,68,68,68,69,60,69,54,49,54,52,49,52,17,0
31,183,75,68,68,0,1521,324,1,1,3,2,2,2,52,27,47,52,68,78,28,19,70,63,25,43,29,23,67,60,51,53,50,51,75,48,91,85,77,22,66,66,26,31,39,59,69,69,66,15,7,11,11,15,47,42,43,43,43,42,47,49,56,49,62,67,62,63,68,63,18,0
29,177,72,68,68,0,1890,397,0,1,3,3,0,2,68,64,66,70,61,68,61,66,64,70,53,68,57,61,66,71,68,68,77,67,74,61,79,71,69,65,60,60,68,69,56,66,59,63,58,9,13,16,11,12,68,68,68,68,68,68,68,68,68,68,67,67,67,66,65,66,20,0
28,169,66,68,68,0,1885,399,10,1,3,2,2,2,76,56,62,70,65,70,69,50,63,60,53,70,55,54,59,67,79,73,80,68,75,64,71,67,67,60,80,60,74,65,56,69,67,65,66,7,12,6,10,13,66,67,66,66,66,67,68,68,66,68,68,67,68,68,68,68,19,0
22,193,85,68,74,6,1565,349,1,1,2,2,2,2,75,30,49,54,67,74,33,27,65,67,25,47,35,33,59,56,77,74,70,65,55,41,71,70,80,23,63,67,27,33,41,67,68,69,63,14,13,13,14,7,50,49,48,48,48,49,52,54,56,54,64,66,64,66,70,66,20,0
25,186,79,68,73,5,1552,337,1,1,3,2,2,0,61,38,47,49,71,71,49,38,76,50,28,50,34,36,45,44,56,65,50,53,64,45,71,64,80,33,58,62,37,49,35,56,77,68,75,13,12,15,6,14,51,47,47,47,47,47,49,51,51,51,62,61,62,64,70,64,18,0
23,196,73,68,74,6,1574,344,1,1,2,2,0,0,46,45,52,54,66,81,48,48,68,57,25,56,51,28,56,58,40,51,33,61,40,55,63,72,85,31,87,65,54,51,39,61,66,66,63,12,9,15,14,7,57,52,53,53,53,52,55,56,59,56,62,66,62,62,70,62,18,0
24,187,85,68,75,7,1443,316,1,1,3,2,2,2,51,32,42,46,69,76,27,27,62,54,29,40,29,33,49,51,50,52,45,66,44,44,52,71,84,28,69,68,34,36,40,63,70,73,66,13,9,9,7,12,48,42,44,44,44,42,46,47,52,47,60,65,60,62,70,62,18,0
30,158,61,68,68,0,1749,361,7,1,4,4,0,2,76,66,64,70,39,46,65,65,40,63,64,69,74,70,56,68,79,74,80,65,84,70,33,70,31,67,55,38,67,65,65,65,38,44,32,16,8,6,13,15,65,68,67,67,67,68,68,68,64,68,58,54,58,55,45,55,20,0
29,171,60,68,68,0,1739,376,6,1,2,3,2,2,78,47,56,64,65,66,62,44,51,60,39,63,50,39,49,61,77,78,76,65,77,59,68,75,61,42,68,62,53,55,44,59,70,66,66,15,13,14,6,11,59,61,59,59,59,61,61,64,61,64,68,65,68,68,66,68,19,0
30,184,80,68,68,0,1728,382,14,1,3,3,0,2,84,65,60,67,40,66,62,70,62,63,65,68,52,44,55,66,83,84,70,65,67,65,72,73,73,59,39,28,67,63,48,66,38,42,40,11,10,11,7,6,68,68,68,68,68,68,68,68,63,68,58,54,58,57,51,57,17,0
25,175,65,68,71,3,1838,395,11,1,4,3,0,2,87,66,65,68,43,66,65,66,51,65,60,65,70,68,62,66,91,84,84,66,80,70,62,83,62,66,55,45,61,64,61,65,43,40,40,7,5,13,11,7,68,68,67,67,67,68,69,71,65,71,62,58,62,60,53,60,16,0
31,183,74,68,68,0,1840,396,10,1,3,3,2,2,85,55,61,65,59,71,72,53,57,63,49,66,58,48,62,62,82,87,73,66,68,58,76,75,71,54,67,54,64,51,56,63,60,61,65,10,13,13,16,10,64,65,63,63,63,65,64,68,63,68,68,64,68,68,65,68,20,0
20,191,91,68,77,9,1653,370,1,1,3,2,0,2,70,45,55,60,66,74,53,42,72,63,31,60,54,29,55,63,61,78,54,63,42,60,73,66,80,39,70,64,52,52,42,66,63,69,68,7,5,7,6,10,60,57,58,58,58,57,59,61,61,61,66,66,66,67,70,67,15,1
27,188,82,68,68,0,1669,348,14,1,2,3,2,2,54,69,61,65,33,66,55,70,72,68,71,65,52,44,70,69,53,55,61,68,57,70,69,50,75,64,65,19,69,53,64,59,44,23,21,11,7,13,14,8,68,64,66,66,66,64,67,65,62,65,49,52,49,47,49,47,19,0
22,181,77,68,78,10,1803,386,1,1,3,3,2,0,66,55,56,66,69,74,50,53,63,67,54,64,59,40,58,70,75,59,71,64,66,60,71,73,73,61,79,66,50,44,42,61,72,69,71,14,10,13,14,8,63,61,60,60,60,61,63,63,64,63,68,69,68,69,71,69,19,0
23,187,81,68,75,7,1776,373,4,1,4,3,2,2,49,57,65,67,64,71,57,56,65,70,48,65,59,48,68,70,49,49,69,67,67,60,66,69,76,59,64,63,57,69,47,70,62,66,63,10,8,12,12,6,63,62,63,63,63,62,67,65,69,65,65,69,65,65,68,65,18,0
30,176,70,68,68,0,1823,387,8,2,3,3,2,1,75,64,66,74,43,65,68,59,59,66,59,77,75,68,63,71,77,74,81,54,81,73,52,54,68,68,73,43,63,65,66,61,45,38,32,11,10,7,12,11,68,68,67,67,67,68,68,68,64,68,58,57,58,55,53,55,18,0
25,180,80,68,71,3,1943,421,11,1,3,3,0,0,83,59,65,73,61,80,66,57,61,69,67,75,66,52,66,70,83,83,81,70,66,59,79,83,83,63,70,66,66,61,51,65,56,64,58,9,12,15,7,9,69,70,68,68,68,70,71,71,70,71,71,69,71,70,68,70,18,0
24,174,70,68,75,7,1702,359,0,1,2,3,0,2,67,68,71,67,41,45,58,63,35,74,48,70,66,68,73,66,68,66,65,50,72,77,45,51,44,75,41,34,61,77,72,60,39,47,45,13,13,13,6,7,63,66,66,66,66,66,70,67,67,67,56,56,56,53,47,53,16,0
23,171,75,68,74,6,1603,350,13,1,3,2,0,0,78,27,55,62,62,66,70,24,44,61,24,57,48,26,51,62,78,78,75,63,82,30,70,80,65,24,50,65,58,39,30,59,65,63,62,9,15,11,10,14,51,57,53,53,53,57,56,62,58,62,69,63,69,68,63,68,20,0
25,173,67,68,72,4,1929,409,4,1,4,3,0,0,74,59,66,71,65,74,58,59,58,69,45,70,67,66,67,69,75,73,83,60,85,62,71,90,66,62,73,66,62,68,50,70,65,66,64,12,14,13,8,13,65,67,66,66,66,67,69,70,70,70,70,70,70,69,68,69,19,0
28,180,75,68,68,0,1927,402,4,1,3,2,2,2,65,66,67,67,65,72,61,63,67,69,56,65,68,72,66,70,64,66,65,67,70,71,70,80,70,67,66,69,67,69,73,64,63,64,60,9,12,10,12,6,68,66,67,67,67,66,68,68,68,68,68,68,68,68,68,68,18,0
25,167,69,68,70,2,1653,351,0,1,3,4,0,2,81,62,65,72,23,48,63,62,39,70,61,71,70,66,59,70,81,81,84,62,88,62,34,60,43,60,47,25,57,60,72,66,18,21,24,10,8,6,7,12,64,68,66,66,66,68,69,69,62,69,53,48,53,49,37,49,17,0
27,187,80,68,70,2,1483,318,1,1,2,2,2,2,57,36,45,40,66,74,29,27,74,67,36,29,33,28,44,49,55,58,35,69,49,61,78,61,83,28,69,64,31,32,47,61,67,65,62,12,15,8,10,8,51,42,45,45,45,42,46,47,51,47,59,63,59,62,70,62,19,0
27,180,72,68,68,0,1765,389,11,1,4,4,2,2,86,57,61,70,43,72,66,56,36,65,51,70,56,43,48,67,90,83,82,61,77,64,76,75,70,55,70,48,60,66,56,61,52,38,32,13,8,13,9,9,64,68,65,65,65,68,68,68,63,68,62,58,62,58,54,58,18,0
24,175,70,68,71,3,1582,351,11,1,3,3,2,2,82,58,58,70,27,56,64,64,65,63,41,71,49,39,44,67,83,81,76,64,75,60,46,73,59,45,30,25,69,60,55,70,23,23,20,9,13,14,5,7,67,68,67,67,67,68,67,69,60,69,53,46,53,50,41,50,17,0
24,177,70,68,73,5,1789,384,14,1,3,3,0,2,86,69,59,68,33,69,59,68,59,61,57,65,58,64,54,66,86,86,93,60,81,73,60,83,67,70,61,13,68,57,63,59,32,35,41,15,8,8,8,10,70,68,67,67,67,68,68,69,61,69,56,51,56,54,47,54,18,0
30,175,67,68,68,0,1843,391,0,1,3,3,0,0,74,60,68,69,55,65,64,57,49,69,54,68,68,76,68,69,74,74,82,63,72,64,70,82,61,67,53,59,66,68,42,63,56,56,47,5,6,13,7,14,65,67,66,66,66,67,68,68,68,68,66,65,66,64,59,64,16,0
26,178,80,68,71,3,1745,385,2,1,2,3,2,0,73,43,55,67,63,84,43,41,48,63,38,65,47,35,66,65,78,69,74,62,79,47,81,74,86,43,91,65,42,51,47,68,62,67,62,8,11,15,6,14,56,58,57,57,57,58,61,62,63,62,65,69,65,65,69,65,18,1
20,180,72,68,80,12,1861,391,0,1,3,2,2,2,73,54,68,72,60,64,60,52,50,71,62,69,71,58,69,73,77,70,79,67,83,52,54,69,60,54,70,66,68,70,52,75,53,64,63,7,12,13,10,13,64,67,66,66,66,67,71,70,70,70,68,69,68,67,64,67,19,0
18,191,88,68,81,13,1839,393,4,1,3,2,2,2,68,55,66,70,63,71,58,49,71,73,47,69,59,41,69,72,69,67,69,69,68,68,70,68,73,58,69,60,60,65,52,68,61,66,62,10,13,15,11,8,66,65,66,66,66,65,69,68,70,68,67,69,67,67,68,67,19,1
